count,38921
wins,7227
conversion,18.56838210734565
777,34
999,44
555,34
333,31
111,40
*77,341
**7,3212
*00,324
**0,3167
count,40769
wins,7605
conversion,18.65387917290098
777,39
999,43
555,36
333,40
111,21
*77,363
**7,3410
*00,361
**0,3292
count,40987
wins,7657
conversion,18.6815331690536
777,33
999,56
555,36
333,39
111,52
*77,376
**7,3285
*00,367
**0,3413
count,38698
wins,7071
conversion,18.272262132409946
777,33
999,44
555,33
333,44
111,37
*77,376
**7,3137
*00,360
**0,3007
count,33952
wins,6241
conversion,18.381833176248822
777,30
999,29
555,26
333,31
111,26
*77,297
**7,2722
*00,296
**0,2784
count,49533
wins,9178
conversion,18.529061433791615
777,56
999,52
555,55
333,54
111,42
*77,450
**7,3992
*00,450
**0,4027
count,40686
wins,7665
conversion,18.83940421766701
777,39
999,41
555,34
333,55
111,39
*77,335
**7,3345
*00,384
**0,3393
count,47035
wins,8709
conversion,18.515998724354205
777,49
999,56
555,49
333,52
111,45
*77,399
**7,3745
*00,411
**0,3903
count,46641
wins,8658
conversion,18.56306682961343
777,53
999,47
555,36
333,57
111,51
*77,442
**7,3790
*00,414
**0,3768
count,45176
wins,8381
conversion,18.551885957145387
777,47
999,48
555,47
333,48
111,49
*77,381
**7,3670
*00,410
**0,3681
count,46386
wins,8656
conversion,18.660802828439614
777,52
999,48
555,39
333,45
111,44
*77,417
**7,3786
*00,453
**0,3772
count,40093
wins,7501
conversion,18.70900157134662
777,36
999,41
555,37
333,48
111,47
*77,362
**7,3333
*00,347
**0,3250
count,39499
wins,7366
conversion,18.648573381604596
777,33
999,46
555,42
333,35
111,31
*77,356
**7,3195
*00,371
**0,3257
count,41204
wins,7718
conversion,18.731191146490634
777,38
999,48
555,32
333,42
111,42
*77,376
**7,3396
*00,342
**0,3402
count,33982
wins,6400
conversion,18.833500088282033
777,24
999,28
555,41
333,41
111,37
*77,303
**7,2792
*00,322
**0,2812
count,33519
wins,6266
conversion,18.693875115606073
777,26
999,24
555,40
333,36
111,27
*77,306
**7,2744
*00,284
**0,2779
count,36918
wins,6772
conversion,18.343355544720733
777,32
999,33
555,38
333,45
111,42
*77,335
**7,2990
*00,321
**0,2936
count,39493
wins,7313
conversion,18.517205580735826
777,36
999,41
555,39
333,43
111,33
*77,401
**7,3101
*00,341
**0,3278
count,34596
wins,6370
conversion,18.412533240837092
777,31
999,28
555,28
333,37
111,42
*77,300
**7,2742
*00,333
**0,2829
count,36732
wins,6790
conversion,18.48524447348361
777,36
999,27
555,33
333,42
111,37
*77,313
**7,2993
*00,329
**0,2980
count,44088
wins,8220
conversion,18.64452912357104
777,48
999,40
555,48
333,46
111,31
*77,376
**7,3588
*00,401
**0,3642
count,35811
wins,6654
conversion,18.580882968920164
777,30
999,31
555,38
333,39
111,44
*77,282
**7,2922
*00,342
**0,2926
count,37434
wins,7031
conversion,18.78239034033232
777,32
999,37
555,30
333,32
111,52
*77,361
**7,3100
*00,342
**0,3045
count,37407
wins,6743
conversion,18.026037907343547
777,31
999,45
555,35
333,31
111,33
*77,312
**7,3006
*00,334
**0,2916
count,51584
wins,9710
conversion,18.823666253101738
777,62
999,51
555,44
333,65
111,62
*77,466
**7,4263
*00,473
**0,4224
count,40594
wins,7506
conversion,18.49041730304971
777,41
999,33
555,46
333,41
111,41
*77,362
**7,3338
*00,341
**0,3263
count,36680
wins,6906
conversion,18.827699018538713
777,33
999,29
555,38
333,43
111,31
*77,320
**7,2977
*00,359
**0,3076
count,50029
wins,9287
conversion,18.563233324671693
777,55
999,60
555,46
333,58
111,49
*77,437
**7,4071
*00,460
**0,4051
count,34597
wins,6223
conversion,17.987108708847586
777,32
999,25
555,37
333,29
111,33
*77,311
**7,2731
*00,309
**0,2716
count,55639
wins,10408
conversion,18.706303132694693
777,70
999,59
555,50
333,50
111,66
*77,531
**7,4544
*00,504
**0,4534
count,58140
wins,10552
conversion,18.149294805641556
777,75
999,62
555,68
333,57
111,57
*77,535
**7,4612
*00,518
**0,4568
count,41527
wins,7769
conversion,18.708310255978038
777,36
999,50
555,39
333,47
111,40
*77,368
**7,3423
*00,397
**0,3369
count,43995
wins,8177
conversion,18.58620297761109
777,50
999,37
555,41
333,47
111,41
*77,365
**7,3655
*00,399
**0,3542
count,38242
wins,7002
conversion,18.309711835155067
777,38
999,33
555,37
333,31
111,29
*77,378
**7,3032
*00,327
**0,3097
count,42600
wins,7687
conversion,18.044600938967136
777,48
999,39
555,40
333,37
111,51
*77,400
**7,3301
*00,361
**0,3410
count,29521
wins,5353
conversion,18.13285457809695
777,18
999,28
555,23
333,29
111,34
*77,265
**7,2313
*00,289
**0,2354
count,57097
wins,10671
conversion,18.6892481216176
777,70
999,60
555,60
333,79
111,55
*77,539
**7,4691
*00,477
**0,4640
count,47031
wins,8531
conversion,18.139099742722887
777,54
999,46
555,51
333,48
111,53
*77,404
**7,3766
*00,404
**0,3705
count,37691
wins,7056
conversion,18.720649491921147
777,30
999,43
555,33
333,37
111,38
*77,357
**7,3085
*00,333
**0,3100
count,52649
wins,9730
conversion,18.480882827784004
777,71
999,42
555,50
333,61
111,52
*77,496
**7,4211
*00,454
**0,4293
count,42981
wins,8007
conversion,18.629161722621625
777,42
999,43
555,51
333,38
111,43
*77,394
**7,3497
*00,371
**0,3528
count,39538
wins,7158
conversion,18.104102382518082
777,41
999,35
555,36
333,39
111,50
*77,376
**7,3086
*00,320
**0,3175
count,41492
wins,7724
conversion,18.615636749252868
777,37
999,46
555,49
333,36
111,39
*77,360
**7,3397
*00,361
**0,3399
count,37422
wins,6898
conversion,18.433007321896213
777,39
999,22
555,36
333,41
111,42
*77,335
**7,3088
*00,353
**0,2942
count,47679
wins,8814
conversion,18.486125967407034
777,49
999,61
555,47
333,31
111,51
*77,433
**7,3855
*00,437
**0,3850
count,45266
wins,8347
conversion,18.439888658154022
777,50
999,49
555,36
333,43
111,42
*77,403
**7,3677
*00,408
**0,3639
count,43106
wins,7991
conversion,18.538022549065094
777,45
999,40
555,40
333,53
111,41
*77,409
**7,3547
*00,399
**0,3417
count,46868
wins,8514
conversion,18.16591277630793
777,58
999,44
555,34
333,59
111,42
*77,436
**7,3712
*00,418
**0,3711
count,30847
wins,5615
conversion,18.20274256815898
777,22
999,26
555,29
333,24
111,38
*77,246
**7,2467
*00,263
**0,2500
count,48557
wins,8855
conversion,18.236299606647858
777,57
999,51
555,43
333,51
111,48
*77,419
**7,3969
*00,443
**0,3774
count,51612
wins,9718
conversion,18.82895450670387
777,61
999,55
555,41
333,54
111,62
*77,479
**7,4315
*00,441
**0,4210
count,37666
wins,6998
conversion,18.57908989539638
777,36
999,31
555,41
333,29
111,22
*77,317
**7,3105
*00,344
**0,3073
count,46576
wins,8553
conversion,18.363534867743045
777,47
999,55
555,51
333,42
111,49
*77,443
**7,3758
*00,409
**0,3699
count,43321
wins,8267
conversion,19.08312365827197
777,39
999,40
555,57
333,47
111,40
*77,441
**7,3681
*00,396
**0,3526
count,46018
wins,8424
conversion,18.305880307705678
777,51
999,54
555,30
333,46
111,50
*77,436
**7,3698
*00,395
**0,3664
count,42884
wins,7922
conversion,18.47309019681
777,46
999,39
555,43
333,44
111,39
*77,407
**7,3428
*00,389
**0,3487
count,42843
wins,7786
conversion,18.17333053240903
777,45
999,45
555,41
333,30
111,45
*77,379
**7,3476
*00,345
**0,3380
count,38283
wins,7093
conversion,18.52780607580388
777,37
999,36
555,35
333,34
111,37
*77,295
**7,3093
*00,373
**0,3153
count,38960
wins,7257
conversion,18.626796714579054
777,38
999,34
555,36
333,34
111,44
*77,374
**7,3142
*00,359
**0,3196
count,48315
wins,8969
conversion,18.563593087033013
777,56
999,49
555,43
333,58
111,43
*77,434
**7,3929
*00,451
**0,3906
count,44641
wins,8284
conversion,18.556931968369884
777,49
999,42
555,39
333,42
111,53
*77,443
**7,3633
*00,434
**0,3549
count,47616
wins,8901
conversion,18.69329637096774
777,57
999,43
555,43
333,46
111,50
*77,418
**7,3906
*00,430
**0,3908
count,42705
wins,7961
conversion,18.641845217187683
777,38
999,50
555,46
333,50
111,46
*77,364
**7,3512
*00,384
**0,3471
count,37290
wins,6845
conversion,18.356127648163046
777,32
999,41
555,30
333,26
111,33
*77,356
**7,3069
*00,325
**0,2933
count,55191
wins,10104
conversion,18.307332717290866
777,72
999,52
555,58
333,64
111,61
*77,499
**7,4414
*00,500
**0,4384
count,40767
wins,7457
conversion,18.291755586626437
777,33
999,48
555,57
333,31
111,41
*77,369
**7,3286
*00,347
**0,3245
count,41209
wins,7624
conversion,18.50081292921449
777,37
999,50
555,42
333,32
111,45
*77,348
**7,3293
*00,383
**0,3394
count,37679
wins,6929
conversion,18.389553862894452
777,34
999,39
555,31
333,38
111,39
*77,316
**7,3062
*00,333
**0,3037
count,49295
wins,9167
conversion,18.596206511816614
777,52
999,59
555,52
333,49
111,53
*77,436
**7,4039
*00,406
**0,4021
count,33940
wins,6080
conversion,17.91396582203889
777,28
999,36
555,27
333,28
111,28
*77,280
**7,2664
*00,309
**0,2680
count,36433
wins,6811
conversion,18.694590069442537
777,31
999,37
555,29
333,39
111,32
*77,339
**7,2918
*00,343
**0,3043
count,35660
wins,6722
conversion,18.850252383623108
777,27
999,37
555,33
333,40
111,31
*77,296
**7,2963
*00,336
**0,2959
count,39123
wins,7168
conversion,18.321703345857934
777,35
999,44
555,34
333,48
111,34
*77,343
**7,3130
*00,358
**0,3142
count,37673
wins,6998
conversion,18.575637724630372
777,38
999,26
555,34
333,50
111,41
*77,346
**7,3030
*00,360
**0,3073
count,37395
wins,6881
conversion,18.400855729375586
777,34
999,29
555,45
333,42
111,49
*77,334
**7,2984
*00,339
**0,3025
count,50397
wins,9310
conversion,18.47332182471179
777,50
999,61
555,71
333,57
111,51
*77,455
**7,4059
*00,424
**0,4082
count,41680
wins,7762
conversion,18.622840690978887
777,39
999,47
555,40
333,34
111,31
*77,397
**7,3399
*00,403
**0,3372
count,36570
wins,6860
conversion,18.75854525567405
777,30
999,35
555,34
333,36
111,36
*77,353
**7,3031
*00,307
**0,2998
count,40175
wins,7493
conversion,18.650902302426882
777,41
999,33
555,41
333,41
111,39
*77,350
**7,3289
*00,344
**0,3315
count,46811
wins,8549
conversion,18.262801478285017
777,50
999,55
555,47
333,29
111,55
*77,406
**7,3817
*00,405
**0,3685
count,34156
wins,6161
conversion,18.037826443377444
777,28
999,33
555,30
333,37
111,29
*77,298
**7,2706
*00,303
**0,2697
count,35515
wins,6556
conversion,18.459805715894692
777,30
999,35
555,31
333,36
111,28
*77,328
**7,2810
*00,317
**0,2941
count,52497
wins,9932
conversion,18.919176333885744
777,62
999,55
555,54
333,52
111,48
*77,460
**7,4319
*00,498
**0,4384
count,48338
wins,9028
conversion,18.676817410732756
777,56
999,51
555,37
333,49
111,52
*77,444
**7,3946
*00,482
**0,3911
count,34332
wins,6374
conversion,18.565769544448326
777,29
999,25
555,35
333,33
111,47
*77,306
**7,2796
*00,296
**0,2807
count,41559
wins,7736
conversion,18.614499867658026
777,42
999,36
555,47
333,43
111,41
*77,394
**7,3343
*00,365
**0,3425
count,58636
wins,10867
conversion,18.5329831502831
777,71
999,68
555,70
333,64
111,49
*77,570
**7,4658
*00,545
**0,4772
count,42219
wins,7737
conversion,18.325872237618135
777,43
999,43
555,37
333,54
111,36
*77,400
**7,3413
*00,349
**0,3362
count,32117
wins,5913
conversion,18.410810474203693
777,26
999,22
555,31
333,36
111,34
*77,275
**7,2570
*00,283
**0,2636
count,42079
wins,7799
conversion,18.534185698329335
777,42
999,43
555,40
333,50
111,31
*77,382
**7,3398
*00,402
**0,3411
count,47497
wins,8925
conversion,18.79066046276607
777,50
999,47
555,57
333,41
111,49
*77,460
**7,3932
*00,457
**0,3832
count,50330
wins,9450
conversion,18.776077885952713
777,61
999,46
555,52
333,38
111,59
*77,471
**7,4114
*00,464
**0,4145
count,47281
wins,8840
conversion,18.696728072587295
777,48
999,56
555,42
333,50
111,56
*77,450
**7,3923
*00,437
**0,3778
count,40677
wins,7422
